"Area","Species","Trap_type","Bait","Line","Date","Month","trap_id","Season","Time_taken"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-03-01,NA,"TL06","Summer","3 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-03-01,NA,"TL05","Summer","3 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-03-01,NA,"P11","Summer","3 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-03-01,NA,"P12","Summer","3 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-03-09,NA,"TL06","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-03-09,NA,"P13","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"TL06","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"JS01","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"P05","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"P07","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"VP01","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"P09.5","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-04-14,NA,"P12","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-05-04,NA,"TL01","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-05-04,NA,"P13","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Erayz Block","Lower Trapline",2024-06-03,NA,"TL03","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Erayz Block","Lower Trapline",2024-06-03,NA,"P10","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Erayz Block","Lower Trapline",2024-06-03,NA,"LP1","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-06-15,NA,"TL07","Summer","6 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-06-15,NA,"P10","Summer","6 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2024-07-14,NA,"P13","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2024-08-11,NA,"JS12","Summer","2 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Rat","DOC200","Erayz Block","Lower Trapline",2024-08-25,NA,"JS11","Summer","3 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Rat","DOC200","Erayz Block","Lower Trapline",2024-08-25,NA,"P05","Summer","3 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Erayz Block","Lower Trapline",2024-10-16,NA,"JS6","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-11-03,NA,"P16","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-11-19,NA,"JS11","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-11-19,NA,"JS4","Summer","Unspecified"
"Matuku Reserve","Weasel","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-11-19,NA,"LP1","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-11-30,NA,"JS8","Summer","4 Hour(s) and 15 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-11-30,NA,"JS5","Summer","4 Hour(s) and 15 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2024-12-28,NA,"P10","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-01-11,NA,"JS13","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-01-11,NA,"P09","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-01-11,NA,"P12","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-01-11,NA,"P14","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-01-11,NA,"P16","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-01-27,NA,"JS02","Summer","3 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-02-08,NA,"JS6","Summer","3 Hour(s) and 25 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-02-08,NA,"VP01","Summer","3 Hour(s) and 25 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-02-08,NA,"VP02","Summer","3 Hour(s) and 25 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-02-08,NA,"LP1","Summer","3 Hour(s) and 25 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-02-21,NA,"JS9","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-02-21,NA,"P15","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-03-09,NA,"JS11","Summer","3 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-03-09,NA,"P11","Summer","3 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-03-22,NA,"JS10","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Lower Trapline",2025-03-22,NA,"P08","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-04-07,NA,"VP02","Summer","3 Hour(s) and 10 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-03,NA,"JS7","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-03,NA,"JS4","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-03,NA,"P08","Summer","Unspecified"
"Matuku Reserve","Weasel","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-03,NA,"VP01","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-03,NA,"VP02","Summer","Unspecified"
"Matuku Reserve","Weasel","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-03,NA,"LP1","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-23,NA,"JS6","Summer","4 Hour(s) and 45 Minute(s)"
"Matuku Reserve","Weasel","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-23,NA,"JS03","Summer","4 Hour(s) and 45 Minute(s)"
"Matuku Reserve","Norway Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-05-23,NA,"P15","Summer","4 Hour(s) and 45 Minute(s)"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-06-01,NA,"JS11","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-06-01,NA,"JS8","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-06-01,NA,"T08","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Lower Trapline",2025-06-01,NA,"P06","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-06-11,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-06-11,NA,"T07","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2020-06-29,NA,"P01","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2020-06-29,NA,"T02","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-07-10,NA,"SL01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-07-30,NA,"P01","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-07-30,NA,"P02","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2020-09-01,NA,"K02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-10-28,NA,"SL02","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-12-23,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2020-12-28,NA,"P13","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2021-02-23,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2021-03-07,NA,"T06","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-04-19,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-04-19,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-04-19,NA,"P04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-04-19,NA,"T05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-04-19,NA,"T07","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2021-05-03,NA,"T06","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-05-25,NA,"K07","Summer","3 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-07-23,NA,"K02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-07-23,NA,"K06","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-10-14,NA,"K05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-10-14,NA,"K01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-10-14,NA,"K02","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Salted Rabbit","Upper Trapline",2021-10-29,NA,"P01","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Weasel","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-11-16,NA,"P12","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-11-16,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-11-16,NA,"K04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Salted Rabbit","Upper Trapline",2021-12-06,NA,"P03","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2021-12-30,NA,"T07","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & None & Salted Rabbit","Upper Trapline",2022-02-15,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Hedgehog","DOC200","Egg & None & Salted Rabbit","Upper Trapline",2022-02-15,NA,"SL01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & None & Salted Rabbit","Upper Trapline",2022-04-05,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & None & Salted Rabbit","Upper Trapline",2022-04-05,NA,"P04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & None & Salted Rabbit","Upper Trapline",2022-04-05,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Erayz Block & None","Upper Trapline",2022-04-21,NA,"K02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block & None","Upper Trapline",2022-04-21,NA,"T02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","None & Salted Rabbit","Upper Trapline",2022-04-21,NA,"P13","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Chicken & Egg & Salted Rabbit","Upper Trapline",2022-06-09,NA,"SL02","Summer","3 Hour(s) and 40 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Chicken & Egg & Salted Rabbit","Upper Trapline",2022-06-09,NA,"SL01","Summer","3 Hour(s) and 40 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Chicken & Egg & Salted Rabbit","Upper Trapline",2022-06-09,NA,"P02","Summer","3 Hour(s) and 40 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Chicken & Egg & Salted Rabbit","Upper Trapline",2022-06-09,NA,"K07","Summer","3 Hour(s) and 40 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Chicken & Egg & Salted Rabbit","Upper Trapline",2022-06-09,NA,"P01","Summer","3 Hour(s) and 40 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Chicken & Egg & Salted Rabbit","Upper Trapline",2022-06-09,NA,"T04","Summer","3 Hour(s) and 40 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Fish","Upper Trapline",2022-07-14,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Fish Lure","Upper Trapline",2022-09-04,NA,"K04","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Fish Lure","Upper Trapline",2022-09-04,NA,"T01","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Fish Lure","Upper Trapline",2022-09-04,NA,"K07","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2022-10-28,NA,"K04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2022-10-28,NA,"K05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2022-11-14,NA,"T06","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2022-11-14,NA,"T04","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2022-11-14,NA,"K05","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-01-23,NA,"P03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-03-13,NA,"T07","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-03-13,NA,"K01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-03-13,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-03-13,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-04-02,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Weasel","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-04-02,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-04-02,NA,"T05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-04-25,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Mouse","DOC200","Salted Rabbit","Upper Trapline",2023-04-25,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-04-25,NA,"P05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-05-15,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-05-15,NA,"P04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-05-15,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-06-01,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-06-01,NA,"K04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2023-06-01,NA,"T03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2023-06-01,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-08-07,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-08-07,NA,"T06","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-08-07,NA,"SL01","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-08-07,NA,"K04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-08-07,NA,"K05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2023-08-31,NA,"P03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2023-08-31,NA,"K03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2023-08-31,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-10-31,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-10-31,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-10-31,NA,"T02","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2023-10-31,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-11-29,NA,"SL01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2023-11-29,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Weasel","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-02-18,NA,"SL02","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-02-18,NA,"T06","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-02-18,NA,"P03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2024-03-14,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-04-09,NA,"P01","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-04-09,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-04-09,NA,"K04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-04-09,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-04-09,NA,"T05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-04-09,NA,"T06","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Erayz Block","Upper Trapline",2024-07-30,NA,"K05","Summer","Unspecified"
"Matuku Reserve","Mouse","DOC200","Erayz Block & Fat","Upper Trapline",2024-08-21,NA,"K02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2024-09-26,NA,"P02","Summer","3 Hour(s) and 20 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2024-10-23,NA,"T06","Summer","4 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-11-29,NA,"P03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2024-11-29,NA,"K05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2024-12-19,NA,"P15","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2024-12-19,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Hedgehog","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-01-14,NA,"K01","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-02-01,NA,"K07","Summer","3 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-02-01,NA,"K02","Summer","3 Hour(s) and 30 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"P02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"P03","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"K05","Summer","Unspecified"
"Matuku Reserve","Stoat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"T03","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"T04","Summer","Unspecified"
"Matuku Reserve","Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"T05","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"SL01","Summer","Unspecified"
"Matuku Reserve","Mouse","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"T01","Summer","Unspecified"
"Matuku Reserve","Hedgehog","DOC200","Egg & Salted Rabbit","Upper Trapline",2025-04-02,NA,"T02","Summer","Unspecified"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2025-04-29,NA,"SL01","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2025-04-29,NA,"SL02","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2025-04-29,NA,"K02","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2025-04-29,NA,"T04","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2025-04-29,NA,"P02","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2025-04-29,NA,"P03","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Salted Rabbit","Upper Trapline",2025-04-29,NA,"T02","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Ship Rat","DOC200","Erayz Block","Upper Trapline",2025-04-29,NA,"K07","Summer","5 Hour(s) and 0 Minute(s)"
"Matuku Reserve","Stoat","DOC200","Erayz Block","Upper Trapline",2025-04-29,NA,"P01","Summer","5 Hour(s) and 0 Minute(s)"
"O'Neill Bay Petrel Project","Ship Rat","DOC250","Egg & Meat & Scented Lure","Boundary Traps",2020-12-07,NA,"Bo10_DOC250","Summer","Unspecified"
"O'Neill Bay Petrel Project","Possum","Timms","Peanut Butter & Scented Lure","Boundary Traps",2021-01-01,NA,"Bo2_Timms","Summer","Unspecified"
"O'Neill Bay Petrel Project","Possum","Timms","Peanut Butter & Scented Lure","Boundary Traps",2021-03-12,NA,"Bo1_Timms","Summer","Unspecified"
"O'Neill Bay Petrel Project","Ship Rat","DOC250","Egg & Meat & Scented Lure","Boundary Traps",2021-05-25,NA,"Bo10_DOC250","Summer","Unspecified"
"O'Neill Bay Petrel Project","Ship Rat","DOC250","Egg & Meat & Scented Lure","Boundary Traps",2021-06-09,NA,"Bo10_DOC250","Summer","Unspecified"
"O'Neill Bay Petrel Project","Possum","Timms","Peanut Butter & Scented Lure","Boundary Traps",2021-11-29,NA,"Bo7_Timms","Summer","2 Hour(s) and 0 Minute(s)"
"O'Neill Bay Petrel Project","Hedgehog","DOC200","Egg & Meat & Scented Lure","Boundary Traps",2021-11-29,NA,"Bo2_DOC200","Summer","2 Hour(s) and 0 Minute(s)"
"O'Neill Bay Petrel Project","Hedgehog","DOC200","Egg & Meat & Scented Lure","Boundary Traps",2021-12-13,NA,"Bo2_DOC200","Summer","Unspecified"
